Year,Firstname,Lastname,Category,Prize_Share,Motivation,Laureate_Id,Gender,Birth_Date,Birth_Country,Birth_City,Birth_Country_Code,Death_Date,Death_Country,Death_City,Death_Country_Code,Organization_Name,Organization_City,Organization_Country,Birth_Year
1924,Wladyslaw,Reymont,Literature,1,for his great national epic <I>The Peasants</I>,594,male,1867-05-07,Russian Empire (now Poland),Kobiele Wielkie,PL,1925-12-05,Poland,Warsaw,PL,,,,1867
1924,Willem,Einthoven,Medicine,1,for his discovery of the mechanism of the electrocardiogram,315,male,1860-05-21,Java Dutch East Indies (now Indonesia),Semarang,ID,1927-09-29,the Netherlands,Leiden,NL,Leiden University,Leiden,the Netherlands,1860
1924,Manne,Siegbahn,Physics,1,for his discoveries and research in the field of X-ray spectroscopy,29,male,1886-12-03,Sweden,Örebro,SE,1978-09-26,Sweden,Stockholm,SE,Uppsala University,Uppsala,Sweden,1886
1925,James,Franck,Physics,2,for their discovery of the laws governing the impact of an electron upon an atom,30,male,1882-08-26,Germany,Hamburg,DE,1964-05-21,West Germany (now Germany),Göttingen,DE,Goettingen University,Göttingen,Germany,1882
1925,Gustav,Hertz,Physics,2,for their discovery of the laws governing the impact of an electron upon an atom,31,male,1887-07-22,Germany,Hamburg,DE,1975-10-30,East Germany (now Germany),Berlin,DE,Halle University,Halle,Germany,1887
1925,Sir Austen,Chamberlain,Peace,2,for his crucial role in bringing about the Locarno Treaty,488,male,1863-10-16,United Kingdom,Birmingham,GB,1937-03-16,United Kingdom,London,GB,,,,1863
1925,Charles G.,Dawes,Peace,2,for his crucial role in bringing about the Dawes Plan,489,male,1865-08-27,USA,Marietta OH,US,1951-04-23,USA,Evanston IL,US,,,,1865
1925,Richard,Zsigmondy,Chemistry,1,for his demonstration of the heterogenous nature of colloid solutions and for the methods he used which have since become fundamental in modern colloid chemistry,182,male,1865-04-01,Austrian Empire (now Austria),Vienna,AT,1929-09-24,Germany,Göttingen,DE,Goettingen University,Göttingen,Germany,1865
1925,George Bernard,Shaw,Literature,1,for his work which is marked by both idealism and humanity its stimulating satire often being infused with a singular poetic beauty,596,male,1856-07-26,Ireland,Dublin,IE,1950-11-02,United Kingdom,Ayot St. Lawrence,GB,,,,1856
1926,Gustav,Stresemann,Peace,2,for their crucial role in bringing about the Locarno Treaty,491,male,1878-05-10,Germany,Berlin,DE,1929-10-03,Germany,Berlin,DE,,,,1878
1926,Aristide,Briand,Peace,2,for their crucial role in bringing about the Locarno Treaty,490,male,1862-03-28,France,Nantes,FR,1932-03-07,France,Paris,FR,,,,1862
1926,Grazia,Deledda,Literature,1,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,597,female,1871-09-27,Italy,Nuoro Sardinia,IT,1936-08-15,Italy,Rome,IT,,,,1871
1926,Johannes,Fibiger,Medicine,1,for his discovery of the Spiroptera carcinoma,316,male,1867-04-23,Denmark,Silkeborg,DK,1928-01-30,Denmark,Copenhagen,DK,Copenhagen University,Copenhagen,Denmark,1867
1926,Jean Baptiste,Perrin,Physics,1,for his work on the discontinuous structure of matter and especially for his discovery of sedimentation equilibrium,32,male,1870-09-30,France,Lille,FR,1942-04-17,USA,New York NY,US,Sorbonne University,Paris,France,1870
1926,The,Svedberg,Chemistry,1,for his work on disperse systems,183,male,1884-08-30,Sweden,Fleräng,SE,1971-02-25,Sweden,Örebro,SE,Uppsala University,Uppsala,Sweden,1884
1927,Henri,Bergson,Literature,1,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented,600,male,1859-10-18,France,Paris,FR,1941-01-04,France,Paris,FR,,,,1859
1927,Ludwig,Quidde,Peace,2,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,493,male,1858-03-23,Germany,Bremen,DE,1941-03-04,Switzerland,Geneva,CH,,,,1858
1927,Arthur H.,Compton,Physics,2,for his discovery of the effect named after him,33,male,1892-09-10,USA,Wooster OH,US,1962-03-15,USA,Berkeley CA,US,University of Chicago,Chicago IL,USA,1892
1927,C.T.R.,Wilson,Physics,2,for his method of making the paths of electrically charged particles visible by condensation of vapour,34,male,1869-02-14,Scotland,Glencorse,GB,1959-11-15,Scotland,Carlops,GB,University of Cambridge,Cambridge,United Kingdom,1869
1927,Julius,Wagner-Jauregg,Medicine,1,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,317,male,1857-03-07,Austria,Wels,AT,1940-09-27,Austria,Vienna,AT,Vienna University,Vienna,Austria,1857
1927,Heinrich,Wieland,Chemistry,1,for his investigations of the constitution of the bile acids and related substances,184,male,1877-06-04,Germany,Pforzheim,DE,1957-08-05,West Germany (now Germany),Munich,DE,Munich University,Munich,Germany,1877
1927,Ferdinand,Buisson,Peace,2,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,492,male,1841-12-20,France,Paris,FR,1932-02-16,France,Thieuloy-Saint-Antoine,FR,,,,1841
1928,Charles,Nicolle,Medicine,1,for his work on typhus,318,male,1866-09-21,France,Rouen,FR,1936-02-28,Tunisia,Tunis,TN,Institut Pasteur,Tunis,Tunisia,1866
1928,Adolf,Windaus,Chemistry,1,for the services rendered through his research into the constitution of the sterols and their connection with the vitamins,185,male,1876-12-25,Germany,Berlin,DE,1959-06-09,West Germany (now Germany),Göttingen,DE,Goettingen University,Göttingen,Germany,1876
1928,Owen Willans,Richardson,Physics,1,for his work on the thermionic phenomenon and especially for the discovery of the law named after him,35,male,1879-04-26,United Kingdom,Dewsbury,GB,1959-02-15,United Kingdom,Alton,GB,London University,London,United Kingdom,1879
1928,Sigrid,Undset,Literature,1,principally for her powerful descriptions of Northern life during the Middle Ages,601,female,1882-05-20,Denmark,Kalundborg,DK,1949-06-10,Norway,Lillehammer,NO,,,,1882
1929,Arthur,Harden,Chemistry,2,for their investigations on the fermentation of sugar and fermentative enzymes,186,male,1865-10-12,United Kingdom,Manchester,GB,1940-06-17,United Kingdom,Bourne,GB,London University,London,United Kingdom,1865
1929,Hans,von Euler-Chelpin,Chemistry,2,for their investigations on the fermentation of sugar and fermentative enzymes,187,male,1873-02-15,Germany,Augsburg,DE,1964-11-06,Sweden,Stockholm,SE,Stockholm University,Stockholm,Sweden,1873
1929,Christiaan,Eijkman,Medicine,2,for his discovery of the antineuritic vitamin,319,male,1858-08-11,the Netherlands,Nijkerk,NL,1930-11-05,the Netherlands,Utrecht,NL,Utrecht University,Utrecht,the Netherlands,1858
1929,Louis,de Broglie,Physics,1,for his discovery of the wave nature of electrons,36,male,1892-08-15,France,Dieppe,FR,1987-03-19,France,Paris,FR,Sorbonne University Institut Henri Poincaré,Paris,France,1892
1929,Thomas,Mann,Literature,1,principally for his great novel <I>Buddenbrooks</I> which has won steadily increased recognition as one of the classic works of contemporary literature,602,male,1875-06-06,Germany,Lübeck,DE,1955-08-12,Switzerland,Zurich,CH,,,,1875
1929,Sir Frederick,Hopkins,Medicine,2,for his discovery of the growth-stimulating vitamins,320,male,1861-06-20,United Kingdom,Eastbourne,GB,1947-05-16,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom,1861
1929,Frank B.,Kellogg,Peace,1,for his crucial role in bringing about the Briand-Kellogg Pact,494,male,1856-12-22,USA,Potsdam NY,US,1937-12-21,USA,St. Paul MN,US,,,,1856
1930,Sinclair,Lewis,Literature,1,for his vigorous and graphic art of description and his ability to create with wit and humour new types of characters,603,male,1885-02-07,USA,Sauk Centre MN,US,1951-01-10,Italy,Rome,IT,,,,1885
1930,Karl,Landsteiner,Medicine,1,for his discovery of human blood groups,321,male,1868-06-14,Austrian Empire (now Austria),Vienna,AT,1943-06-26,USA,New York NY,US,Rockefeller Institute for Medical Research,New York NY,USA,1868
1930,Hans,Fischer,Chemistry,1,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin,188,male,1881-07-27,Germany,Hoechst,DE,1945-03-31,Germany,Munich,DE,Technische Hochschule (Institute of Technology),Munich,Germany,1881
1930,Nathan,Söderblom,Peace,1,for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality',495,male,1866-01-15,Sweden,Trönö,SE,1931-07-12,Sweden,Uppsala,SE,,,,1866
1930,Sir Chandrasekhara Venkata,Raman,Physics,1,for his work on the scattering of light and for the discovery of the effect named after him,37,male,1888-11-07,India,Tiruchirappalli,IN,1970-11-21,India,Bangalore,IN,Calcutta University,Calcutta,India,1888
1931,Otto,Warburg,Medicine,1,for his discovery of the nature and mode of action of the respiratory enzyme,322,male,1883-10-08,Germany,Freiburg im Breisgau,DE,1970-08-01,West Germany (now Germany),West Berlin,DE,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie,Berlin-Dahlem,Germany,1883
1931,Carl,Bosch,Chemistry,2,in recognition of their contributions to the invention and development of chemical high pressure methods,189,male,1874-08-27,Germany,Cologne,DE,1940-04-26,Germany,Heidelberg,DE,University of Heidelberg,Heidelberg,Germany,1874
1931,Friedrich,Bergius,Chemistry,2,in recognition of their contributions to the invention and development of chemical high pressure methods,190,male,1884-10-11,Germany (now Poland),Goldschmieden near Breslau,PL,1949-03-30,Argentina,Buenos Aires,AR,University of Heidelberg,Heidelberg,Germany,1884
1931,Erik Axel,Karlfeldt,Literature,1,The poetry of Erik Axel Karlfeldt,604,male,1864-07-20,Sweden,Karlbo,SE,1931-04-08,Sweden,Stockholm,SE,,,,1864
1931,Jane,Addams,Peace,2,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,496,female,1860-09-06,USA,Cedarville IL,US,1935-05-21,USA,Chicago IL,US,,,,1860
1931,Nicholas Murray,Butler,Peace,2,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,497,male,1862-04-02,USA,Elizabeth NJ,US,1947-12-07,USA,New York NY,US,Columbia University,New York NY,USA,1862
1932,Edgar,Adrian,Medicine,2,for their discoveries regarding the functions of neurons,324,male,1889-11-30,United Kingdom,London,GB,1977-08-08,United Kingdom,Cambridge,GB,University of Cambridge,Cambridge,United Kingdom,1889
1932,Sir Charles,Sherrington,Medicine,2,for their discoveries regarding the functions of neurons,323,male,1857-11-27,United Kingdom,London,GB,1952-03-04,United Kingdom,Eastbourne,GB,University of Oxford,Oxford,United Kingdom,1857
1932,Werner,Heisenberg,Physics,1,for the creation of quantum mechanics the application of which has inter alia led to the discovery of the allotropic forms of hydrogen,38,male,1901-12-05,Germany,Würzburg,DE,1976-02-01,West Germany (now Germany),Munich,DE,Leipzig University,Leipzig,Germany,1901
1932,John,Galsworthy,Literature,1,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>,605,male,1867-08-14,United Kingdom,Kingston Hill,GB,1933-01-31,United Kingdom,London,GB,,,,1867
1932,Irving,Langmuir,Chemistry,1,for his discoveries and investigations in surface chemistry,191,male,1881-01-31,USA,Brooklyn NY,US,1957-08-16,USA,Falmouth MA,US,General Electric Company,Schenectady NY,USA,1881
1933,Paul A.M.,Dirac,Physics,2,for the discovery of new productive forms of atomic theory,40,male,1902-08-08,United Kingdom,Bristol,GB,1984-10-20,USA,Tallahassee FL,US,University of Cambridge,Cambridge,United Kingdom,1902
1933,Erwin,Schrödinger,Physics,2,for the discovery of new productive forms of atomic theory,39,male,1887-08-12,Austria,Vienna,AT,1961-01-04,Austria,Vienna,AT,Berlin University,Berlin,Germany,1887
1933,Sir Norman,Angell,Peace,1,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace,498,male,1872-12-26,United Kingdom,Holbeach,GB,1967-10-07,United Kingdom,Croydon,GB,,,,1872
1933,Thomas H.,Morgan,Medicine,1,for his discoveries concerning the role played by the chromosome in heredity,325,male,1866-09-25,USA,Lexington KY,US,1945-12-04,USA,Pasadena CA,US,California Institute of Technology (Caltech),Pasadena CA,USA,1866
1933,Ivan,Bunin,Literature,1,for the strict artistry with which he has carried on the classical Russian traditions in prose writing,606,male,1870-10-22,Russia,Voronezh,RU,1953-11-08,France,Paris,FR,,,,1870
1934,George H.,Whipple,Medicine,3,for their discoveries concerning liver therapy in cases of anaemia,326,male,1878-08-28,USA,Ashland NH,US,1976-02-01,USA,Rochester NY,US,University of Rochester,Rochester NY,USA,1878
1934,Harold C.,Urey,Chemistry,1,for his discovery of heavy hydrogen,192,male,1893-04-29,USA,Walkerton IN,US,1981-01-05,USA,La Jolla CA,US,Columbia University,New York NY,USA,1893
1934,Luigi,Pirandello,Literature,1,for his bold and ingenious revival of dramatic and scenic art,607,male,1867-06-28,Italy,Agrigento Sicily,IT,1936-12-10,Italy,Rome,IT,,,,1867
1934,George R.,Minot,Medicine,3,for their discoveries concerning liver therapy in cases of anaemia,327,male,1885-12-02,USA,Boston MA,US,1950-02-25,USA,Brookline MA,US,Harvard University,Cambridge MA,USA,1885
1934,William P.,Murphy,Medicine,3,for their discoveries concerning liver therapy in cases of anaemia,328,male,1892-02-06,USA,Stoughton WI,US,1987-10-09,USA,Brookline MA,US,Harvard University,Cambridge MA,USA,1892
1934,Arthur,Henderson,Peace,1,for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34,499,male,1863-09-13,Scotland,Glasgow,GB,1935-10-20,United Kingdom,London,GB,,,,1863
1935,Frédéric,Joliot,Chemistry,2,in recognition of their synthesis of new radioactive elements,193,male,1900-03-19,France,Paris,FR,1958-08-14,France,Paris,FR,Institut du Radium,Paris,France,1900
1935,Irène,Joliot-Curie,Chemistry,2,in recognition of their synthesis of new radioactive elements,194,female,1897-09-12,France,Paris,FR,1956-03-17,France,Paris,FR,Institut du Radium,Paris,France,1897
1935,James,Chadwick,Physics,1,for the discovery of the neutron,41,male,1891-10-20,United Kingdom,Manchester,GB,1974-07-24,United Kingdom,Cambridge,GB,Liverpool University,Liverpool,United Kingdom,1891
1935,Hans,Spemann,Medicine,1,for his discovery of the organizer effect in embryonic development,329,male,1869-06-27,Württemberg (now Germany),Stuttgart,DE,1941-09-12,Germany,Freiburg im Breisgau,DE,University of Freiburg im Breisgau,Breisgau,Germany,1869
